,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi
4285,4529,West Godavari,Akividu,Cherukumilli,16.54,81.37,Black Clay ,7.6,1.62,0.53,15.01,227,1924,800,332.84,0.78,3.42,48.38,9.84,19.68,Paddy ,0.02150843221625635
4286,4530,West Godavari,Akividu,Cherukumilli,16.54,81.37,Black Clay ,7.62,1.64,0.50,11.11,245,1869,818,336.23,1.9,3.73,35.76,7.94,10.84,Paddy ,0.02150843221625635
4287,4531,West Godavari,Akividu,Cherukumilli,16.54,81.37,Black Clay ,6.62,1.48,1.18,79.71,277,1063,420,345.58,3.0,2.80,220.56,12.3,20.28,Paddy ,0.02150843221625635
4288,4532,West Godavari,Akividu,Cherukumilli,16.54,81.36,Black Clay ,6.03,1.23,1.21,77.14,273,1142,430,284.44,1.6,2.89,296.54,14.18,24.12,Paddy ,0.021895837598316325
4289,4533,West Godavari,Akividu,Cherukumilli,16.54,81.36,Black Clay ,6.88,2.7,1.21,114.76,406,1295,644,584.41,3.74,4.19,222.22,14.36,19.12,Paddy ,0.021895837598316325
4290,4534,West Godavari,Akividu,Cherukumilli,16.54,81.36,Black Clay ,7.36,2.9,0.94,121.27,611,1612,656,996.82,8.7,5.31,196.34,18.32,27.68,Paddy ,0.021895837598316325
4291,4535,West Godavari,Akividu,Cherukumilli,16.53,81.36,Black Clay ,6.9,4.1,1.15,50.39,107,1455,500,417.21,11.4,2.97,145.98,9.38,15.34,Paddy ,0.021438889530071878
4292,4536,West Godavari,Akividu,Cherukumilli,16.53,81.36,Black Clay ,6.06,0.79,0.85,19.2,166,1934,737,161.72,1.48,2.10,162.2,15.56,38.12,Paddy ,0.021438889530071878
4293,4537,West Godavari,Akividu,Cherukumilli,16.53,81.36,Black Clay ,6.05,1.02,0.81,16.1,102,1899,723,218.84,1.44,1.95,175.88,15.2,19.48,Paddy ,0.021438889530071878
4294,4538,West Godavari,Akividu,Cherukumilli,16.53,81.35,Black Clay ,5.93,2.06,0.97,20.32,186,1873,728,444.73,2.42,2.58,168.64,15.44,43.1,Paddy ,0.02215525563827799
4295,4539,West Godavari,Akividu,Cherukumilli,16.55,81.37,Black Clay ,6.14,1.16,1.06,45.14,167,1542,579,228.56,18.6,2.57,264.7,13.7,20.22,Paddy ,0.02107799679468245
4296,4540,West Godavari,Akividu,Cherukumilli,16.54,81.36,Black Clay ,6.82,1.41,1.02,48.19,181,1940,700,284.49,11.64,2.65,166.5,12.78,23.28,Paddy ,0.021895837598316325
4297,4541,West Godavari,Akividu,Cherukumilli,16.55,81.37,Black Clay ,6.2,1.36,1.07,38.23,183,1733,629,306.72,9.68,2.87,223.8,14.02,17.3,Paddy ,0.02107799679468245
4298,4542,West Godavari,Akividu,Cherukumilli,16.55,81.37,Black Clay ,6.4,5.3,0.89,56.29,166,1531,667,745.04,3.58,3.02,193.26,11.62,31.3,Paddy ,0.02107799679468245
4299,4543,West Godavari,Akividu,Cherukumilli,16.55,81.36,Black Clay ,7.37,1.4,1.15,17.64,71,1190,382,184.04,2.6,1.50,115.62,9.98,9.66,Paddy ,0.02243869094220629
4300,4544,West Godavari,Akividu,Cherukumilli,16.55,81.36,Black Clay ,7.2,1.05,0.74,13.34,171,1901,750,118.03,4.12,2.83,69.42,14.92,12.34,Paddy ,0.02243869094220629
4301,4545,West Godavari,Akividu,Cherukumilli,16.55,81.36,Black Clay ,7.31,1.21,0.60,7.83,168,1803,745,159.72,0.7,3.52,47.08,10.3,9.4,Paddy ,0.02243869094220629
4302,4546,West Godavari,Akividu,Cherukumilli,16.55,81.36,Black Clay ,5.83,1.38,0.94,18.68,167,1840,765,221.04,3.76,2.27,201.34,16.24,18.8,Paddy ,0.02243869094220629
4303,4547,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.61,2.05,0.31,8.02,251,2407,1106,453.06,0.6,2.96,23.04,7.72,8.54,Paddy,0.2330435373407107
4304,4548,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.68,2.42,0.48,10.13,275,2381,1113,582.72,0.64,2.55,27.34,8.62,6.78,Paddy,0.2330435373407107
4305,4549,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.83,2.13,0.51,25.21,258,2399,1080,320.85,1.08,2.17,44.32,10.78,14.54,Paddy,0.2330435373407107
4306,4550,West Godavari,Akividu,Dharmapuram,16.35,81.22,Black Clay,7.87,2.5,0.38,15.47,259,2363,1171,404.59,0.36,3.71,27.42,7.68,9.04,Paddy,0.27514101766430277
4307,4551,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.47,2.0,0.55,16.87,241,2289,1000,388.61,0.82,3.78,43.7,11.06,8.9,Paddy,0.2330435373407107
4308,4552,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.3,2.31,0.69,22.13,254,2235,1028,355.60,1.08,3.87,71.38,14.8,19.2,Paddy,0.2330435373407107
4309,4553,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.7,2.45,0.46,10.56,243,2270,1161,317.49,0.44,4.56,31.92,8.96,12.42,Paddy,0.2330435373407107
4310,4554,West Godavari,Akividu,Dharmapuram,16.36,81.21,Black Clay,7.98,1.63,0.42,10.06,349,1954,927,251.58,0.94,2.94,26.18,6.6,8.94,Paddy,0.24360440834118594
4311,4555,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.44,2.5,0.79,40.02,233,2285,987,420.05,3.08,3.53,101.6,15.8,19.32,Paddy,0.2330435373407107
4312,4556,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.96,3.02,0.48,9.82,243,1876,1048,386.50,0.6,6.17,19.38,5.74,5.9,Paddy,0.2330435373407107
4313,4557,West Godavari,Akividu,Dharmapuram,16.35,81.22,Black Clay,7.65,3.4,0.67,52.85,391,2226,783,651.71,1.48,3.20,86.54,14.18,33.5,Paddy,0.27514101766430277
4314,4558,West Godavari,Akividu,Dharmapuram,16.35,81.22,Black Clay,6.82,3.17,0.93,62.46,342,2085,929,876.35,1.64,4.56,172.32,17.8,31.62,Paddy,0.27514101766430277
4315,4559,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.98,1.63,0.51,19.61,413,1835,879,304.52,1.1,2.37,41.34,8.52,13.44,Paddy,0.2330435373407107
4316,4560,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.42,2.17,0.67,38.74,224,2321,980,347.98,1.94,2.68,77.46,15.5,16.26,Paddy,0.2330435373407107
4317,4561,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,6.83,2.22,0.74,34.99,225,2298,1017,436.98,1.66,3.79,108.08,16.08,19.64,Paddy,0.2330435373407107
4318,4562,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.38,2.32,1.05,54.21,411,2144,997,406.00,2.24,3.26,136.78,20.18,64.88,Paddy,0.2330435373407107
4319,4563,West Godavari,Akividu,Dharmapuram,16.35,81.22,Black Clay,7.34,3.22,0.76,48.64,327,2209,1020,415.20,2.04,3.21,81.98,16.06,12.58,Paddy,0.27514101766430277
4320,4564,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.62,2.1,0.20,9.06,268,2337,987,294.75,0.78,3.45,29.06,7.86,9.5,Paddy,0.2330435373407107
4321,4565,West Godavari,Akividu,Dharmapuram,16.36,81.22,Black Clay,7.7,2.9,0.50,6.8,283,2292,1057,499.10,0.86,5.00,20.12,6.32,6.56,Paddy,0.2330435373407107
4322,4566,West Godavari,Akividu,Dharmapuram,16.35,81.22,Black Clay,7.48,3.01,0.71,28.64,208,2267,1074,353.54,1.18,3.13,59.34,13.32,12.92,Paddy,0.27514101766430277
4323,4567,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,7.41,5.47,0.82,58.51,297,2167,1089,744.65,1.98,5.17,96.18,13.54,12.42,Paddy,0.02507019400605786
4324,4568,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,7.48,3.1,0.78,61.33,267,1566,919,509.60,2.58,5.21,121.32,12.64,16.24,Paddy,0.02507019400605786
4325,4569,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,7.66,4.7,0.69,70.26,238,1393,863,655.33,3.84,5.02,116.6,10.28,13.46,Paddy,0.02507019400605786
4326,4570,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,8.06,2.55,0.31,37.32,170,811,290,560.17,1.06,2.11,67.78,2.08,18.48,Paddy,0.023635508814917196
4327,4571,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,7.96,1.53,0.46,26.68,114,942,314,238.37,1.78,1.56,73.1,3.76,19.9,Paddy,0.023635508814917196
4328,4572,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,7.83,3.75,0.71,58.85,177,980,455,497.86,1.24,2.20,92.08,4.26,12.24,Paddy,0.023635508814917196
4329,4573,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,7.82,3.3,0.62,50.84,261,1651,911,674.69,6.28,4.03,100.42,12.88,19.8,Paddy,0.02507019400605786
4330,4574,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,7.6,1.72,0.91,41.32,58,1410,466,382.94,4.44,1.80,106.24,6.46,10.48,Paddy,0.02507019400605786
4331,4575,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,7.96,1.83,0.59,39.5,208,1409,707,301.35,1.44,1.91,72.9,8.64,22.82,Paddy,0.023635508814917196
4332,4576,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,7.77,2.32,0.56,30.84,262,1612,826,375.40,1.08,3.70,54.28,11.62,12.74,Paddy,0.023635508814917196
4333,4577,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,8.15,2.46,0.63,47.22,290,826,294,334.11,2.8,2.89,108.1,4.0,18.6,Paddy,0.023635508814917196
4334,4578,West Godavari,Akividu,Dumpagada,16.59,81.35,Black Clay,6.95,2.82,0.67,35.99,248,1970,967,642.30,1.12,4.35,107.46,12.3,23.42,Paddy,0.024564047625800632
4335,4579,West Godavari,Akividu,Dumpagada,16.59,81.35,Black Clay,7.72,0.58,0.54,44.32,162,1393,557,97.51,0.88,1.98,85.08,8.98,21.12,Paddy,0.024564047625800632
4336,4580,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,7.4,3.35,0.75,55.71,297,1894,941,548.55,1.92,5.34,102.72,14.74,22.76,Paddy,0.02507019400605786
4337,4581,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,8.12,1.51,0.27,12.17,142,1168,568,182.16,0.78,3.30,36.1,6.24,9.52,Paddy,0.02507019400605786
4338,4582,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,8.1,2.25,0.59,44.19,193,1275,604,274.37,1.22,2.15,89.28,8.58,18.2,Paddy,0.023635508814917196
4339,4583,West Godavari,Akividu,Dumpagada,16.59,81.36,Black Clay,6.93,5.85,0.81,41.43,240,2203,1098,574.43,2.96,4.21,96.1,14.14,17.08,Paddy,0.02507019400605786
4340,4584,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,7.76,4.55,1.04,80.22,189,1166,460,963.66,5.24,3.92,133.62,4.52,14.54,Paddy,0.023635508814917196
4341,4585,West Godavari,Akividu,Dumpagada,16.59,81.35,Black Clay,7.51,2.95,0.85,83.96,288,1839,936,356.71,4.52,4.27,121.94,14.86,13.46,Paddy,0.024564047625800632
4342,4586,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,7.75,5.86,0.73,116.17,105,1148,517,798.19,7.76,3.77,129.1,5.42,8.32,Paddy,0.023635508814917196
4343,4587,West Godavari,Akividu,Dumpagada,16.58,81.35,Black Clay,7.76,2.9,0.89,83.92,215,1210,588,356.14,2.44,3.13,138.12,9.46,16.1,Paddy,0.023635508814917196
4344,4588,West Godavari,Akividu,I Bheemavaram,16.33,81.22,Black Clay,8.37,0.67,0.03,4.42,64,595,312,43.17,0.06,1.96,14.02,1.04,5.42,Paddy,0.16643367790492059
4345,4589,West Godavari,Akividu,I Bheemavaram,16.33,81.22,Black Clay,7.7,1.86,0.44,13.42,220,1700,846,172.37,0.36,5.44,40.76,9.2,10.2,Paddy,0.16643367790492059
4346,4590,West Godavari,Akividu,I Bheemavaram,16.33,81.22,Black Clay,8.01,1.85,0.24,5.5,185,1205,687,161.65,0.1,6.21,22.5,4.5,6.96,Paddy,0.16643367790492059
4347,4591,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,7.76,2.11,0.36,9.93,229,1760,862,271.50,1.46,3.46,45.96,6.84,12.06,Paddy,0.19736841833078114
4348,4592,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,7.57,1.41,0.50,15.29,239,1944,865,200.79,2.06,3.66,57.0,10.0,14.36,Paddy,0.19736841833078114
4349,4593,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,6.41,1.46,0.97,58.73,116,1554,592,391.16,1.68,2.87,267.7,10.0,43.94,Paddy,0.19736841833078114
4350,4594,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,6.82,1.57,1.12,53.22,78,1111,437,290.81,9.3,2.79,207.38,6.32,17.88,Paddy,0.19736841833078114
4351,4595,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,5.78,1.18,0.84,53.63,133,1493,614,361.00,1.6,2.51,314.9,12.82,27.86,Paddy,0.19736841833078114
4352,4596,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,6.77,0.83,0.95,65.2,109,1372,480,195.45,4.58,2.29,89.5,4.06,57.34,Paddy,0.19736841833078114
4353,4597,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,6.28,2.02,0.85,66.16,119,1213,473,268.74,3.26,2.57,189.98,6.86,32.98,Paddy,0.19736841833078114
4354,4598,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,6.4,1.05,0.76,44.31,113,1595,633,151.97,1.0,2.40,229.28,12.88,25.86,Paddy,0.19736841833078114
4355,4599,West Godavari,Akividu,I Bheemavaram,16.34,81.21,Black Clay,6.1,1.14,0.92,24.39,120,1947,651,273.90,1.46,2.71,228.38,15.18,86.66,Paddy,0.08953575084572257
4356,4600,West Godavari,Akividu,I Bheemavaram,16.33,81.22,Black Clay,6.58,1.62,1.11,47.61,91,1173,397,332.67,8.7,2.05,213.34,8.34,40.06,Paddy,0.16643367790492059
4357,4601,West Godavari,Akividu,I Bheemavaram,16.34,81.21,Black Clay,7.1,1.31,0.97,30.38,147,1793,748,184.14,1.42,2.39,218.02,14.12,78.46,Paddy,0.08953575084572257
4358,4602,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,6.11,2.1,0.91,60.63,198,2007,793,339.17,1.66,2.89,253.6,13.6,29.94,Paddy,0.19736841833078114
4359,4603,West Godavari,Akividu,I Bheemavaram,16.34,81.21,Black Clay,6.21,0.93,1.05,26.98,112,1778,602,244.44,1.3,2.23,220.2,13.7,70.98,Paddy,0.08953575084572257
4360,4604,West Godavari,Akividu,I Bheemavaram,16.33,81.22,Black Clay,8.24,1.14,0.06,6.15,52,502,366,113.42,0.38,1.48,21.9,2.54,8.26,Paddy,0.16643367790492059
4361,4605,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,6.5,0.56,0.80,46.49,155,1725,611,101.55,1.48,2.15,246.06,18.22,34.56,Paddy,0.19736841833078114
4362,4606,West Godavari,Akividu,I Bheemavaram,16.33,81.21,Black Clay,7.44,2.11,0.41,16.97,233,1943,913,218.59,1.32,5.04,55.62,8.54,16.36,Paddy,0.19736841833078114
4363,4607,West Godavari,Akividu,Madivada,16.36,81.23,Black Clay,7.63,1.32,0.49,13.61,165,2145,961,233.02,0.56,2.89,38.76,10.46,12.12,Paddy,0.07158272626841976
4364,4608,West Godavari,Akividu,Madivada,16.36,81.23,Black Clay,7.78,1.0,0.44,15.99,144,2123,982,112.89,0.68,2.97,50.32,9.12,11.3,Paddy,0.07158272626841976
4365,4609,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,7.21,1.48,0.64,21.42,125,2386,906,225.57,0.78,2.23,44.28,13.76,10.46,Paddy,0.2642604820731558
4366,4610,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.44,2.45,0.80,33.35,114,2559,942,416.89,1.18,1.91,89.76,16.12,26.88,Paddy,0.2642604820731558
4367,4611,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.6,1.46,0.77,16.53,120,2417,930,183.55,1.04,2.01,75.16,15.28,21.46,Paddy,0.2642604820731558
4368,4612,West Godavari,Akividu,Madivada,16.36,81.23,Black Clay,6.86,2.03,0.80,20.49,64,1354,575,246.94,0.96,2.38,115.84,9.04,18.56,Paddy,0.07158272626841976
4369,4613,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,7.15,2.66,0.75,34.23,167,2220,1039,426.08,1.82,3.64,101.94,14.3,20.18,Paddy,0.2642604820731558
4370,4614,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,7.85,0.46,0.45,8.86,105,2529,970,45.82,0.78,1.28,30.5,7.6,10.44,Paddy,0.2642604820731558
4371,4615,West Godavari,Akividu,Madivada,16.46,81.23,Black Clay,7.98,0.72,0.42,10.1,131,2333,949,90.07,0.52,1.82,25.94,7.18,8.58,Paddy,0.024223571704222114
4372,4616,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,7.6,1.01,0.76,19.92,113,2355,929,125.57,1.38,1.95,55.52,14.58,16.7,Paddy,0.2642604820731558
4373,4617,West Godavari,Akividu,Madivada,16.35,81.24,Black Clay,6.6,1.73,0.80,32.4,126,2523,929,214.57,1.7,1.89,103.42,16.88,25.16,Paddy,0.07377364075122857
4374,4618,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.68,1.76,0.64,32.1,122,2509,932,198.59,1.48,1.83,91.76,16.48,23.7,Paddy,0.2642604820731558
4375,4619,West Godavari,Akividu,Madivada,16.35,81.23,Black Clay,6.56,2.0,0.83,31.84,122,2498,948,247.11,1.16,2.07,97.58,15.46,31.48,Paddy,0.3896725391032863
4376,4620,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.72,1.46,0.72,30.57,119,2452,903,239.68,1.06,1.96,85.76,16.96,20.26,Paddy,0.2642604820731558
4377,4621,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,7.1,1.63,0.79,19.17,114,2476,950,272.50,0.78,1.87,61.06,14.96,11.28,Paddy,0.2642604820731558
4378,4622,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.73,1.52,0.78,33.22,112,2418,925,256.75,1.16,1.95,129.96,18.68,29.92,Paddy,0.2642604820731558
4379,4623,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.88,1.21,0.87,32.14,126,2355,970,209.38,1.42,2.19,131.2,18.82,45.82,Paddy,0.2642604820731558
4380,4624,West Godavari,Akividu,Madivada,16.46,81.23,Black Clay,7.82,0.41,0.50,7.38,153,2386,1016,41.08,0.8,2.15,36.08,10.64,10.56,Paddy,0.024223571704222114
4381,4625,West Godavari,Akividu,Madivada,16.46,81.23,Black Clay,8.1,0.47,0.26,5.23,148,2374,1019,32.06,0.52,1.95,20.94,6.26,8.72,Paddy,0.024223571704222114
4382,4626,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.36,1.72,0.91,22.16,137,2395,943,319.18,0.92,2.40,136.4,16.06,26.82,Paddy,0.2642604820731558
4383,4627,West Godavari,Akividu,Madivada,16.36,81.24,Black Clay,6.92,1.33,0.54,21.02,115,2397,908,159.00,0.9,1.72,78.08,15.26,17.54,Paddy,0.2642604820731558
4384,4628,West Godavari,Akividu,Madivada,16.36,81.23,Black Clay,6.75,0.83,0.73,17.06,140,2170,909,122.20,1.16,2.66,106.7,17.68,27.8,Paddy,0.07158272626841976
4385,4629,West Godavari,Akividu,Madivada,16.35,81.23,Black Clay,6.47,0.95,0.82,15.38,130,2101,884,140.57,0.94,2.66,120.08,16.48,34.26,Paddy,0.3896725391032863
4386,4630,West Godavari,Akividu,Madivada,16.35,81.23,Black Clay,7.15,2.25,0.80,34.41,71,1386,718,195.07,0.96,3.43,101.54,9.18,20.06,Paddy,0.3896725391032863
4387,4631,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.24,2.22,0.89,44.39,241,2353,971,14.13,2.92,1.87,73.9,16.56,10.18,Paddy,0.14777578000407707
4388,4632,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.12,2.25,0.84,40.44,193,2377,984,12.88,1.24,1.65,81.02,14.26,9.9,Paddy,0.14777578000407707
4389,4633,West Godavari,Akividu,Sidhapuram,16.47,81.2,Black Clay,7.45,2.15,0.78,47.62,258,2334,964,406.26,1.32,2.43,74.62,14.2,19.9,Paddy,0.025259274180470363
4390,4634,West Godavari,Akividu,Sidhapuram,16.36,81.2,Black Clay,7.2,2.2,0.93,72.36,276,2236,954,449.79,2.2,3.72,97.94,15.12,11.76,Paddy,0.16052028239846378
4391,4635,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.43,2.18,0.87,41.39,280,2290,932,446.09,1.62,3.44,74.78,16.32,19.98,Paddy,0.14777578000407707
4392,4636,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.36,1.76,0.74,18.75,218,2571,1036,245.77,1.52,2.07,56.04,15.68,15.84,Paddy,0.14777578000407707
4393,4637,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.1,1.63,0.92,70.13,257,2317,843,391.98,1.2,2.89,119.88,15.86,20.52,Paddy,0.17737553729149916
4394,4638,West Godavari,Akividu,Sidhapuram,16.46,81.2,Black Clay,7.5,1.86,0.94,57.47,245,2196,970,303.55,1.58,2.76,78.22,16.8,11.02,Paddy,0.3502855158875428
4395,4639,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.21,2.11,0.98,78.33,233,2406,912,450.24,1.36,3.51,98.92,16.04,11.18,Paddy,0.17737553729149916
4396,4640,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.1,1.68,0.93,84.98,197,2390,933,388.51,2.64,3.43,130.52,15.3,12.84,Paddy,0.17737553729149916
4397,4641,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.12,2.0,0.97,73.03,283,2417,992,408.49,3.06,2.93,108.4,15.44,15.02,Paddy,0.17737553729149916
4398,4642,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.52,2.83,0.61,42.63,221,2285,996,332.99,0.44,3.96,62.2,11.98,12.92,Paddy,0.17737553729149916
4399,4643,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.0,1.58,0.77,32.36,168,2297,863,298.68,1.32,2.79,89.0,14.68,13.72,Paddy,0.14777578000407707
4400,4644,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.42,2.64,0.70,51.88,272,2169,984,471.23,0.58,4.36,93.04,17.42,44.4,Paddy,0.17737553729149916
4401,4645,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,6.88,0.97,1.09,152.44,255,2353,769,375.93,3.82,1.95,166.48,17.34,57.96,Paddy,0.17737553729149916
4402,4646,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.56,5.07,0.31,15.58,246,3969,972,1505.09,0.36,6.44,24.06,5.96,3.88,Paddy,0.17737553729149916
4403,4647,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.5,2.98,0.86,61.59,286,2464,914,851.60,3.06,3.97,80.52,14.26,15.04,Paddy,0.17737553729149916
4404,4648,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.12,2.0,0.81,38.7,216,2356,979,463.01,1.64,3.50,82.54,17.22,19.92,Paddy,0.17737553729149916
4405,4649,West Godavari,Akividu,Sidhapuram,16.36,81.2,Black Clay,7.18,1.76,0.75,43.62,226,2267,985,310.53,0.68,3.04,81.48,15.78,22.52,Paddy,0.16052028239846378
4406,4650,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.24,2.41,0.88,72.81,224,2194,863,421.20,1.26,3.20,110.78,14.08,19.3,Paddy,0.17737553729149916
4407,4651,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.82,1.13,0.47,80.83,168,1327,572,191.37,0.98,2.52,98.48,9.28,16.94,Paddy,0.17737553729149916
4408,4652,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.64,1.33,0.74,104.25,269,2422,861,322.96,1.24,2.21,95.06,15.38,13.12,Paddy,0.17737553729149916
4409,4653,West Godavari,Akividu,Sidhapuram,16.36,81.2,Black Clay,7.28,2.2,0.96,78.56,232,2410,929,463.26,1.74,3.29,113.98,13.78,18.32,Paddy,0.16052028239846378
4410,4654,West Godavari,Akividu,Sidhapuram,16.36,81.2,Black Clay,7.72,1.43,0.59,38.6,303,2209,1076,339.43,1.12,3.74,54.34,13.56,17.18,Paddy,0.16052028239846378
4411,4655,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.63,2.35,0.51,18.42,309,2067,1048,281.85,0.5,5.51,38.98,10.76,13.08,Paddy,0.14777578000407707
4412,4656,West Godavari,Akividu,Sidhapuram,16.38,81.21,Black Clay,5.17,3.12,0.95,69.7,179,2285,909,883.46,1.08,3.45,251.06,13.18,41.42,Paddy,0.15036222065651364
4413,4657,West Godavari,Akividu,Sidhapuram,16.27,81.21,Black Clay,6.85,2.65,0.98,72.15,459,2047,904,626.42,1.04,4.83,153.78,19.3,20.52,Paddy,0.43746892863410525
4414,4658,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,6.67,1.44,0.71,24.24,193,2114,940,235.82,0.6,3.32,105.42,15.96,30.66,Paddy,0.14777578000407707
4415,4659,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.23,2.45,0.80,89.6,272,2308,936,426.54,1.1,3.14,116.36,18.94,20.68,Paddy,0.14777578000407707
4416,4660,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.52,2.42,0.73,75.1,436,2224,995,420.24,0.9,3.92,94.2,17.2,20.42,Paddy,0.14777578000407707
4417,4661,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,7.65,2.1,0.70,58.27,273,2174,923,342.75,1.08,4.42,67.52,13.3,11.3,Paddy,0.14777578000407707
4418,4662,West Godavari,Akividu,Sidhapuram,16.37,81.21,Black Clay,6.7,1.08,0.80,58.48,189,2107,888,132.12,0.88,3.58,139.66,15.34,29.2,Paddy,0.14777578000407707
4419,4663,West Godavari,Akividu,Sidhapuram,16.38,81.21,Black Clay,7.0,1.53,0.78,79.87,275,2108,951,210.33,1.18,5.34,148.7,15.52,23.84,Paddy,0.15036222065651364
4420,4664,West Godavari,Akividu,Sidhapuram,16.38,81.21,Black Clay,7.46,1.62,0.63,39.98,265,2244,925,293.53,1.22,2.62,66.94,13.6,11.7,Paddy,0.15036222065651364
4421,4665,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.27,1.62,0.58,120.39,155,2462,940,303.61,1.36,2.99,147.7,16.3,11.78,Paddy,0.17737553729149916
4422,4666,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.4,2.02,0.89,96.5,239,2561,964,458.96,1.12,2.95,115.72,15.26,11.9,Paddy,0.17737553729149916
4423,4667,West Godavari,Akividu,Sidhapuram,16.37,81.2,Black Clay,7.75,2.31,0.72,86.46,263,2445,1059,425.47,3.62,3.77,104.5,17.42,35.12,Paddy,0.17737553729149916
