,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi
4148,4392,Vizianagaram,Pusapatirega,Pasupam,18.06,83.59,Cashewnut,6.55,0.12,0.39,2.86,129,1066,203,7.6,0.38,0.74,13.12,1.12,36.72,Red,0.5962089487928942
4149,4393,Vizianagaram,Pusapatirega,Pasupam,18.06,83.59,Sandy Loam ,8.02,0.21,0.53,19.44,141,2018,428,12.57,0.78,1.37,4.44,0.98,13.64,Banana,0.5962089487928942
4150,4394,Vizianagaram,Pusapatirega,Pasupam,18.06,83.58,Black,8.35,0.17,0.66,12.83,130,2141,776,13.58,1.06,2.29,13.48,2.5,12.8,Maize,0.4439851539212555
4151,4395,Vizianagaram,Pusapatirega,Pasupam,18.07,83.59,Red,6.3,0.06,0.36,4.39,129,1008,215,6.1,0.7,1.05,34.04,2.1,70.76,Cashew Raina,0.46578285722122914
4152,4396,Vizianagaram,Pusapatirega,Pathivada,18.07,83.63,Red,7.62,0.18,0.39,18.8,103,877,263,6.96,0.48,1.37,18.1,1.66,28.34,Paddy,0.4854510260430335
4153,4397,Vizianagaram,Pusapatirega,Pathivada,18.07,83.63,Red,8.14,0.53,0.46,19.88,270,1096,276,34.25,1.0,1.28,8.26,0.96,24.84,Maize,0.4854510260430335
4154,4398,Vizianagaram,Pusapatirega,Pathivada,18.08,83.62,Sandy Loam,8.0,0.59,0.81,23.78,726,1938,340,24.15,2.0,2.1,8.74,1.32,42.54,Maize,0.22906179262201395
4155,4399,Vizianagaram,Pusapatirega,Pathivada,18.07,83.64,Red,7.05,0.35,0.21,7.37,135,287,80,23.36,1.36,0.43,7.76,0.38,89.6,Coconut,0.3960315341994481
4156,4400,Vizianagaram,Pusapatirega,Pathivada,18.06,83.63,Red,7.27,0.2,0.31,24.08,142,631,143,8.44,2.2,0.56,14.4,1.34,36.48,Maize,0.5082695573515219
4157,4401,Vizianagaram,Pusapatirega,Pathivada,18.05,83.62,Red,8.13,0.19,0.29,4.56,109,958,165,8.58,0.36,0.91,5.92,0.9,26.44,Maize,0.5183140904428541
4158,4402,Vizianagaram,Pusapatirega,Pathivada,18.07,83.63,Red,7.55,0.41,0.59,24.44,116,1544,444,48.9,5.48,1.99,49.42,2.88,33.64,Maize,0.4854510260430335
4159,4403,Vizianagaram,Pusapatirega,Pathivada,18.07,83.63,Red,8.25,0.78,0.22,14.57,132,830,317,24.35,1.78,1.25,4.24,1.08,15.18,Maize,0.4854510260430335
4160,4404,Vizianagaram,Pusapatirega,Pathivada,18.06,83.62,Sandy Loam,8.5,0.26,0.27,11.88,138,1860,225,10.89,0.7,0.82,4.06,0.7,14.9,Coconut,0.24604691547131094
4161,4405,Vizianagaram,Pusapatirega,Pathivada,18.07,83.63,Red,7.14,0.31,0.31,23.14,82,550,121,12.91,0.92,0.51,9.8,0.96,57.5,Coconut,0.4854510260430335
4162,4406,Vizianagaram,Pusapatirega,Pathivada,18.07,83.62,Black,8.26,0.68,0.98,19.37,348,3078,688,41.55,0.98,2.48,39.16,4.42,23.78,Maize,0.46162262945679794
4163,4407,Vizianagaram,Pusapatirega,Pathivada,18.07,83.62,Red,6.75,0.12,0.16,3.79,103,242,61,7.42,0.58,0.27,5.88,0.64,29.48,Coconut,0.46162262945679794
4164,4408,Vizianagaram,Pusapatirega,Pathivada,18.07,83.63,Sandy Loam,6.33,0.35,0.53,47.13,161,932,269,45.26,1.42,2.08,69.3,3.2,92.0,Maize,0.4854510260430335
4165,4409,Vizianagaram,Pusapatirega,Pathivada,18.07,83.61,Red,7.95,0.2,0.35,16.96,213,810,144,8.58,1.78,0.97,6.98,1.44,23.74,Coconut,0.5058099268284327
4166,4410,Vizianagaram,Pusapatirega,Pathivada,18.06,83.63,Sandy,7.55,0.54,0.36,76.97,660,970,307,25.07,4.9,1.08,9.56,1.48,52.5,Maize,0.5082695573515219
4167,4411,Vizianagaram,Pusapatirega,Pathivada,18.06,83.62,Sandy Loam,7.27,0.12,0.19,12.18,106,580,128,5.03,0.86,0.25,6.3,0.72,27.0,Maize,0.24604691547131094
4168,4412,Vizianagaram,Pusapatirega,Pathivada,18.07,83.62,Black,8.31,0.33,0.59,24.21,191,1323,445,19.12,1.18,1.98,13.22,1.88,21.86,Maize,0.46162262945679794
4169,4413,Vizianagaram,Pusapatirega,Pathivada,18.07,83.64,Red,8.36,0.2,0.24,33.77,58,651,154,6.98,0.68,1.06,3.44,0.38,17.16,Maize,0.3960315341994481
4170,4414,Vizianagaram,Pusapatirega,Pathivada,18.06,83.62,Sandy Loam,8.1,0.28,0.41,35.53,193,1493,281,11.47,1.9,1.11,3.8,1.06,19.66,Mc,0.24604691547131094
4171,4415,Vizianagaram,Pusapatirega,Pathivada,18.07,83.62,Red,7.82,0.45,0.72,25.43,244,1416,306,27.99,1.98,1.36,8.58,1.54,31.72,Coconut,0.46162262945679794
4172,4416,Vizianagaram,Pusapatirega,Pathivada,18.07,83.62,Red,7.87,0.23,0.35,13.55,186,1072,455,11.61,0.88,1.11,6.08,1.18,31.82,Maize,0.46162262945679794
4173,4417,Vizianagaram,Pusapatirega,Pathivada,18.06,83.62,Red,5.6,0.08,0.46,2.95,70,366,132,10.54,0.92,0.49,15.66,1.44,150.92,Maize,0.24604691547131094
4174,4418,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.57,Red,6.86,0.22,0.55,28.66,94,851,180,10.66,1.36,0.83,14.08,1.06,23.84,Banana,0.39204008559627557
4175,4419,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.57,Sandy Loam,7.05,0.38,0.66,31.73,123,1498,449,20.25,2.52,1.13,15.44,1.96,34.48,Coconut,0.39204008559627557
4176,4420,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.57,Black,8.5,0.46,0.59,8.72,202,2676,772,28.03,0.52,2.85,18.8,2.82,9.22,Maize,0.10752170118244868
4177,4421,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.56,Black,7.85,0.28,0.52,9.94,102,1685,427,11.21,1.62,1.2,4.9,1.24,7.08,Coconut,0.48013564378530077
4178,4422,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.56,Sandy Loam,7.76,0.42,0.66,29.85,243,1976,579,19.26,3.88,2.09,6.46,2.44,30.78,Maize,0.25273966178299967
4179,4423,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.56,Black,7.31,0.36,0.6,39.64,163,1753,397,27.98,1.28,1.68,50.42,2.84,8.46,Maize,0.4511764376655963
4180,4424,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.57,Sandy Loam,8.2,0.17,0.61,21.92,166,1932,543,9.64,1.76,2.19,5.48,2.04,9.4,Paddy,0.10752170118244868
4181,4425,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.56,Black,7.15,2.3,0.72,47.06,240,2142,663,222.74,2.36,2.28,83.6,4.0,35.52,Paddy,0.25273966178299967
4182,4426,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.56,Black,7.78,0.93,0.87,53.98,358,2668,595,121.53,1.38,2.29,45.1,2.82,5.3,Maize,0.4511764376655963
4183,4427,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.56,Black,6.55,0.78,0.68,36.01,192,1581,535,82.96,1.58,1.58,102.1,3.5,76.92,Paddy,0.48013564378530077
4184,4428,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.56,Sandy Loam,7.12,1.93,0.71,50.01,243,2116,658,195.87,2.36,2.12,90.38,4.18,36.48,Paddy,0.25273966178299967
4185,4429,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.56,Sandy Loam,8.35,0.36,0.66,22.0,128,2094,547,22.36,0.96,1.62,33.38,2.3,16.28,Paddy,0.4511764376655963
4186,4430,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Black,7.88,0.26,0.59,10.84,101,1786,442,8.93,1.78,0.89,5.5,1.22,8.22,Paddy,0.3037271289290078
4187,4431,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.54,Red,8.16,0.56,0.53,5.63,124,2604,698,44.28,0.7,1.74,25.18,2.26,14.4,Paddy,0.36442048379767417
4188,4432,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Red,8.0,0.33,0.49,2.65,145,3268,640,14.73,0.36,1.02,9.3,1.52,14.2,Maize,0.3037271289290078
4189,4433,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Red,8.3,0.65,0.54,6.24,74,2950,864,35.53,0.58,2.6,4.84,1.34,7.78,Maize,0.3037271289290078
4190,4434,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Red,8.28,0.28,0.27,4.85,215,2721,298,14.28,0.46,0.69,3.18,0.94,10.68,Maize,0.3037271289290078
4191,4435,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.56,Red,8.32,0.36,0.31,7.68,84,2488,569,21.71,0.36,1.87,2.18,0.7,5.52,Maize,0.25273966178299967
4192,4436,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.56,Red,8.27,0.27,0.71,5.8,135,2718,617,15.44,0.52,2.37,15.5,3.0,10.98,Paddy,0.48013564378530077
4193,4437,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.56,Red,7.41,0.11,0.37,15.62,160,904,237,7.72,0.78,0.77,8.3,0.86,35.2,Maize,0.48013564378530077
4194,4438,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.55,Red,5.7,0.11,0.37,3.99,130,1048,223,14.42,0.36,0.58,31.1,0.94,56.3,Maize,0.637327056380789
4195,4439,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.55,Sandy Loam,6.56,0.27,0.54,27.97,457,1909,433,26.12,0.88,1.23,87.6,2.28,26.5,Sesamum,0.637327056380789
4196,4440,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Sandy Loam,7.68,0.54,0.51,13.07,123,1804,434,42.84,1.14,1.61,25.72,1.6,10.4,Paddy,0.3037271289290078
4197,4441,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Sandy Loam,5.59,0.3,0.61,9.06,72,1326,361,33.19,0.82,1.43,136.44,2.4,30.62,Sesamum,0.3037271289290078
4198,4442,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Sandy Loam,6.15,0.23,0.57,9.03,67,1154,359,27.17,0.72,1.45,77.84,2.16,28.32,Paddy,0.3037271289290078
4199,4443,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.55,Sandy Loam,6.2,0.19,0.57,8.15,140,1504,400,13.89,0.56,0.96,92.14,2.72,25.74,Paddy,0.3037271289290078
4200,4444,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.56,Sandy Loam,8.03,0.47,0.72,36.37,205,2513,663,52.05,1.06,2.42,44.9,3.24,9.7,Sesamum,0.4511764376655963
4201,4445,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.56,Sandy Loam,8.32,0.28,0.7,5.62,101,2577,483,23.78,0.54,1.78,22.72,2.86,8.4,Paddy,0.4511764376655963
4202,4446,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.56,Sandy Loam,7.93,0.19,0.83,3.71,113,2202,489,19,0.48,2.41,38.28,3.58,9.82,Paddy,0.4511764376655963
4203,4447,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.56,Sandy Loam,6.91,0.12,0.57,8.67,84,1158,331,11.5,0.82,1.01,43.26,2.3,15.6,Paddy,0.25273966178299967
4204,4448,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.56,Sandy Loam,6.56,0.78,0.3,38.09,228,1545,524,75.93,1.46,2.09,118.64,3.22,25.56,Paddy,0.48013564378530077
4205,4449,Vizianagaram,Pusapatirega,Pusapatirega,18.1,83.56,Sandy Loam,6.33,0.61,0.62,28.77,203,1252,455,53.09,1.08,1.73,94.66,3.04,32.78,Paddy,0.25273966178299967
4206,4450,Vizianagaram,Pusapatirega,Pusapatirega,18.11,83.55,Sandy Loam,5.6,0.23,0.64,21.48,198,1285,327,25.35,1.02,1.26,236.9,3.52,26.56,Sesamum,0.637327056380789
4207,4451,Vizianagaram,Pusapatirega,Pusapatirega,18.09,83.55,Sandy ,5.52,0.15,0.47,25.71,143,829,181,23.05,0.76,0.93,205.74,2.64,26.1,Paddy,0.13313138912215325
4208,4452,Vizianagaram,Pusapatirega,Roluchappidi,18.08,83.63,Sandy Loam,8.31,0.28,0.61,70.23,183,1723,734,11.41,1.18,2.61,16.7,1.68,12.78,Maize,0.5451744330467341
4209,4453,Vizianagaram,Pusapatirega,Roluchappidi,18.08,83.63,Red,7.81,0.24,0.3,17.9,125,839,263,12.53,0.76,1.1,6.56,1.08,44.16,Maize,0.5451744330467341
4210,4454,Vizianagaram,Pusapatirega,Roluchappidi,18.08,83.63,Red,8.31,0.3,0.56,35.41,112,1364,405,11.06,1.0,1.81,11.34,1.08,20.14,Maize,0.5451744330467341
4211,4455,Vizianagaram,Pusapatirega,Roluchappidi,18.08,83.63,Sandy Loam,8.35,0.37,0.55,38.49,211,1769,765,15.05,0.88,2.01,18.86,1.98,11.24,Maize,0.5451744330467341
4212,4456,Vizianagaram,Pusapatirega,Roluchappidi,18.08,83.63,Sandy Loam,8.45,0.3,0.67,55.66,141,1787,613,13.87,1.44,3.06,19.32,2.32,13.78,Maize,0.5451744330467341
4213,4457,Vizianagaram,Pusapatirega,Roluchappidi,18.08,83.63,Sandy,8.15,0.31,0.6,17.36,123,1761,672,11.78,0.44,2.6,19.48,2.56,22.64,Maize,0.5451744330467341
4214,4458,Vizianagaram,Pusapatirega,Tottadam,18.09,83.6,Red,7.9,0.4,0.56,20.62,135,1533,477,14.29,1.38,1.87,3.88,1.0,11.34,Maize,0.4401092847684354
4215,4459,Vizianagaram,Pusapatirega,Tottadam,18.09,83.61,Sandy Loam,7.65,0.38,0.54,10.89,121,1302,498,28.35,0.66,1.92,28.22,2.7,25.8,Maize,0.39895014651689814
4216,4460,Vizianagaram,Pusapatirega,Tottadam,18.09,83.61,Sandy Loam,8.13,0.31,0.53,39.83,149,921,433,26.9,2.44,1.77,15.32,1.54,33.88,Coconut,0.39895014651689814
4217,4461,Vizianagaram,Pusapatirega,Tottadam,18.09,83.61,Red,7.91,0.61,0.38,24.62,125,1348,492,36.69,0.64,1.93,17.14,1.98,20.8,Maize,0.39895014651689814
4218,4462,Vizianagaram,Pusapatirega,Tottadam,18.08,83.61,Red,8.07,0.26,0.47,11.79,122,1306,322,15.98,0.82,1.32,5.74,1.26,25.48,Maize,0.58791565678043
4219,4463,Vizianagaram,Pusapatirega,Tottadam,18.09,83.62,Red,7.2,0.46,0.4,13.59,177,973,202,13.36,1.06,0.57,6.94,1.26,30.9,Maize,0.14351886378788886
4220,4464,Vizianagaram,Pusapatirega,Tottadam,18.09,83.6,Red,7.78,0.15,0.13,6.28,73,492,165,11.32,0.74,0.66,6.22,0.76,14.1,Coconut,0.4401092847684354
4221,4465,Vizianagaram,Pusapatirega,Tottadam,18.09,83.61,Red,7.41,0.39,0.46,6.24,110,1272,371,45.75,0.98,1.08,6.22,1.02,22.22,Maize,0.39895014651689814
4222,4466,Vizianagaram,Pusapatirega,Tottadam,18.09,83.6,Black,8.44,0.22,0.61,34.42,165,2493,587,8.57,1.38,1.89,3.36,1.04,9.84,Sesamum,0.4401092847684354
4223,4467,Vizianagaram,Pusapatirega,Tottadam,18.09,83.6,Sandy,6.4,0.11,0.72,6.62,117,1332,367,7.76,0.88,0.99,41.66,3.32,85.88,Paddy,0.4401092847684354
4224,4468,Vizianagaram,Pusapatirega,Tottadam,18.09,83.6,Sandy Loam,6.88,0.11,0.47,21.03,72,1119,290,8.47,0.28,1.04,35.26,1.94,39.48,Maize,0.4401092847684354
4225,4469,Vizianagaram,Pusapatirega,Tottadam,18.09,83.61,Black,6.95,0.08,0.29,2.26,98,986,189,6.76,0.32,0.61,11.16,1.04,34.72,Coconut,0.39895014651689814
4226,4470,Vizianagaram,Pusapatirega,Vempadam,18.09,83.59,Red,7.8,0.25,0.47,23.16,130,1297,369,10.46,0.76,1.46,5.88,1.38,14.78,Maize,0.1941847379642921
4227,4471,Vizianagaram,Pusapatirega,Vempadam,18.08,83.56,Sandy,7.42,0.12,0.44,7.7,79,986,361,8.33,0.44,1.4,28.92,1.2,14.8,Maize,0.32440391886140285
4228,4472,Vizianagaram,Pusapatirega,Vempadam,18.09,83.59,Red,6.88,0.24,0.35,11.67,160,754,231,12.36,0.62,0.75,12.62,1.02,35.54,Maize,0.1941847379642921
4229,4473,Vizianagaram,Pusapatirega,Vempadam,18.08,83.58,Sandy,6.13,0.08,0.43,2.37,97,564,116,2.05,0.66,0.85,18.64,0.8,32.52,Mango,0.37896302959076283
4230,4474,Vizianagaram,Pusapatirega,Vempadam,18.07,83.56,Sandy,7.0,0.07,0.29,5.68,141,807,158,3,0.92,0.5,10.16,0.86,21.54,Coconut,0.36744099740578995
4231,4475,Vizianagaram,Pusapatirega,Vempadam,18.09,83.57,Black,8.05,0.47,0.63,28.71,102,1339,450,32.47,3.86,2.11,42.5,2.26,6.52,Paddy,0.39204008559627557
4232,4476,Vizianagaram,Pusapatirega,Vempadam,18.07,83.56,Black,8.1,0.26,0.4,11.78,60,1808,362,25.76,1.0,1.3,22.8,2.04,6.58,Paddy,0.36744099740578995
4233,4477,Vizianagaram,Pusapatirega,Vempadam,18.07,83.56,Sandy Loam,8.35,0.44,0.62,4.09,79,2776,651,60.49,0.5,2.08,28.76,3.28,6.58,Paddy,0.36744099740578995
4234,4478,Vizianagaram,Pusapatirega,Vempadam,18.07,83.56,Black,7.48,0.15,0.49,5.77,68,1345,501,11.95,0.42,1.61,36.98,2.62,12.98,Maize,0.36744099740578995
4235,4479,Vizianagaram,Pusapatirega,Vempadam,18.07,83.57,Sandy,8.05,0.44,0.53,3.3,79,3258,376,76.8,0.4,1.75,28.46,3.16,5.08,Maize,0.5104351731522634
4236,4480,Vizianagaram,Pusapatirega,Vempadam,18.08,83.57,Red,6.82,0.17,0.39,5.79,109,859,212,11.77,0.78,0.69,10.9,1.08,40.14,Cotton,0.5022121785601155
4237,4481,Vizianagaram,Pusapatirega,Vempadam,18.07,83.57,Red,7.2,0.27,0.27,5.27,149,1020,320,13.59,0.58,0.88,8.34,0.88,42.98,Maize,0.5104351731522634
4238,4482,Vizianagaram,Pusapatirega,Vempadam,18.08,83.57,Black,7.71,0.15,0.45,5.26,68,1020,334,9.15,0.78,1.93,26.12,2.06,9.94,Maize,0.5022121785601155
4239,4483,Vizianagaram,Pusapatirega,Vempadam,18.09,83.59,Sandy,6.46,0.17,0.74,16.32,141,1276,410,27.81,1.1,2.07,114.62,4.42,60.02,Maize,0.1941847379642921
4240,4484,Vizianagaram,Pusapatirega,Vempadam,18.07,83.58,Sandy,7.6,0.16,0.21,11.87,52,685,240,5.94,0.3,0.79,8.9,0.76,16.66,Paddy,0.5231919844360027
4241,4485,Vizianagaram,Pusapatirega,Vempadam,18.07,83.57,Loam,7.8,0.18,0.38,14.55,67,1087,432,8.23,0.32,1.77,9.3,1.1,14.24,Maize,0.5104351731522634
4242,4486,Vizianagaram,Pusapatirega,Vempadam,18.07,83.58,Red,7.68,0.13,0.43,27.81,98,1190,353,6,0.78,1.14,10.34,1.32,23.24,Maize,0.5231919844360027
4243,4487,Vizianagaram,Pusapatirega,Vempadam,18.07,83.57,Red,7.91,0.29,0.39,10.63,131,1429,614,14.92,0.3,1.85,13.14,1.66,25.38,Maize,0.5104351731522634
4244,4488,Vizianagaram,Pusapatirega,Vempadam,18.07,83.57,Red,7.72,0.08,0.09,1.62,59,1206,255,4.78,0.24,1.35,11.36,1.24,12.54,Maize,0.5104351731522634
4245,4489,Vizianagaram,Pusapatirega,Vempadam,18.09,83.59,Sandy,9.22,0.37,0.06,1.24,83,1205,270,8.44,0.12,2.83,8.2,0.8,7.0,Mango,0.1941847379642921
4246,4490,Vizianagaram,Pusapatirega,Vempadam,18.09,83.58,Red,8.2,0.18,0.46,5.96,166,987,277,6.98,0.3,1.13,2.84,0.58,7.26,Maize,0.5262475801724728
4247,4491,Vizianagaram,Pusapatirega,Vempadam,18.11,83.59,Red,8.45,0.19,0.47,14.66,223,2160,496,9.87,1.84,1.93,8.88,1.62,7.94,Maize,0.11648736870862993
4248,4492,Vizianagaram,Pusapatirega,Vempadam,18.09,83.58,Sandy Loam,7.85,0.21,0.39,45.66,140,1568,509,8.05,0.9,1.92,16.8,2.04,10.12,Maize,0.5262475801724728
4249,4493,Vizianagaram,Pusapatirega,Vempadam,18.08,83.59,Sandy,8.44,0.24,0.52,5.86,98,2557,645,18.15,0.44,1.92,32.52,3.42,10.92,Maize,0.4019787682662043
4250,4494,Vizianagaram,Pusapatirega,Vempadam,18.09,83.59,Sandy Loam,7.81,0.38,0.63,23.69,116,1840,626,18.62,1.16,1.99,8.82,1.82,13.6,Maize,0.1941847379642921
4251,4495,Vizianagaram,Pusapatirega,Vempadam,18.09,83.59,Red,8.4,0.33,0.54,20.03,127,2580,724,18.23,2.14,2.44,27.36,3.04,14.54,Maize,0.1941847379642921
4252,4496,Vizianagaram,Pusapatirega,Vempadam,18.09,83.58,Red,8.32,0.29,0.28,3.02,105,1906,543,12.99,0.78,1.64,8.4,1.4,9.46,Maize,0.5262475801724728
4253,4497,Vizianagaram,Pusapatirega,Vempadam,18.08,83.59,Red,7.42,0.14,0.4,12.77,146,1073,347,9.1,1.16,0.94,11.38,1.68,34.0,Maize,0.4019787682662043
4254,4498,Vizianagaram,Pusapatirega,Vempadam,18.09,83.58,Red,7.85,0.28,0.49,11.98,180,1213,405,20,1.34,1.59,11.44,1.96,36.16,Maize,0.5262475801724728
4255,4499,Vizianagaram,Pusapatirega,Vempadam,18.09,83.59,Red,7.78,0.21,0.43,20.78,127,1306,372,11.47,0.68,1.6,6.46,1.2,17.52,Maize,0.1941847379642921
4256,4500,West Godavari,Akividu,Akividu,16.61,81.38,Black Clay,7.66,3.71,0.67,30.83,274,2287,1021,493.53,1.7,3.14,53.18,15.1,12.62,Paddy ,0.024055065878638385
4257,4501,West Godavari,Akividu,Akividu,16.61,81.37,Black Clay,7.54,2.44,0.55,20.58,252,2272,1006,417.53,0.82,3.79,78.44,9.98,17.4,Paddy ,0.023387602204895355
4258,4502,West Godavari,Akividu,Akividu,16.61,81.37,Black Clay,7.37,3.55,0.82,35.71,264,2610,1028,543.49,1.28,3.61,87.14,16.42,29.72,Paddy ,0.023387602204895355
4259,4503,West Godavari,Akividu,Akividu,16.61,81.37,Black Clay,7.21,1.77,0.70,35.64,206,2363,995,348.31,1.78,2.79,100.7,14.76,26.42,Paddy ,0.023387602204895355
4260,4504,West Godavari,Akividu,Akividu,16.61,81.37,Black Clay,7.66,2.85,0.67,37.69,290,2177,1054,421.68,0.8,4.74,68.5,14.62,24.04,Paddy ,0.023387602204895355
4261,4505,West Godavari,Akividu,Akividu,16.61,81.38,Black Clay,7.31,2.67,0.72,29.66,249,2295,1002,457.39,2.42,2.89,84.62,16.4,18.42,Paddy ,0.024055065878638385
4262,4506,West Godavari,Akividu,Akividu,16.6,81.38,Black Clay,7.7,2.58,0.54,17.55,249,2317,1085,376.73,1.2,3.44,40.18,10.8,11.24,Paddy ,0.02386242168065253
4263,4507,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.42,2.05,0.62,20.88,156,1845,994,217.02,0.98,2.87,65.86,15.36,12.14,Paddy ,0.12013526255190421
4264,4508,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.31,1.65,0.65,21.28,163,1871,987,162.94,0.48,2.58,76.94,10.52,17.26,Paddy ,0.12013526255190421
4265,4509,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.6,2.75,0.61,25.65,247,2338,1128,355.12,1.86,3.51,52.56,11.66,13.58,Paddy ,0.12013526255190421
4266,4510,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.72,2.16,0.57,21.78,222,2312,985,362.78,0.8,3.45,53.04,12.78,21.8,Paddy ,0.12013526255190421
4267,4511,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.66,2.33,0.64,44.33,241,2236,1015,366.67,1.14,3.86,72.86,15.74,24.82,Paddy ,0.12013526255190421
4268,4512,West Godavari,Akividu,Akividu,16.61,81.37,Black Clay,7.76,2.3,0.45,14.36,208,2027,849,290.23,0.44,4.08,32.78,8.32,10.2,Paddy ,0.023387602204895355
4269,4513,West Godavari,Akividu,Akividu,16.6,81.37,Black Clay,7.72,2.05,0.66,44.76,237,2252,973,332.42,1.14,3.67,68.14,12.7,13.58,Paddy ,0.023925875967470842
4270,4514,West Godavari,Akividu,Akividu,16.61,81.36,Black Clay,7.44,1.67,0.74,73.77,211,2314,937,285.33,1.72,3.55,110.0,14.6,15.46,Paddy ,0.022303978664510036
4271,4515,West Godavari,Akividu,Akividu,16.61,81.38,Black Clay,6.53,2.1,0.80,46.07,208,2198,972,458.61,1.12,3.15,162.36,15.08,34.3,Paddy ,0.024055065878638385
4272,4516,West Godavari,Akividu,Akividu,16.61,81.38,Black Clay,7.38,2.1,0.83,69.33,256,2264,978,431.97,1.98,3.88,113.12,15.32,19.08,Paddy ,0.024055065878638385
4273,4517,West Godavari,Akividu,Akividu,16.61,81.38,Black Clay,7.44,2.0,0.69,74.12,211,2129,909,313.48,1.26,4.08,117.98,16.2,15.18,Paddy ,0.024055065878638385
4274,4518,West Godavari,Akividu,Akividu,16.6,81.38,Black Clay,7.08,1.55,0.80,61.86,211,2068,884,245.22,2.06,3.70,119.8,14.86,28.42,Paddy ,0.02386242168065253
4275,4519,West Godavari,Akividu,Akividu,16.61,81.38,Black Clay,7.17,2.0,0.68,28.97,155,2216,926,265.22,1.6,2.84,77.0,13.58,16.72,Paddy ,0.024055065878638385
4276,4520,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.53,2.4,0.43,17.27,195,2487,960,662.42,0.84,3.53,46.82,10.48,10.54,Paddy ,0.12013526255190421
4277,4521,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.8,2.2,0.44,19.81,160,1650,898,181.31,0.64,3.63,38.82,10.08,9.68,Paddy ,0.12013526255190421
4278,4522,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.7,2.53,0.59,27.02,167,1817,946,200.68,0.88,3.36,49.88,11.72,14.64,Paddy ,0.12013526255190421
4279,4523,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,8.08,2.0,0.32,11.17,127,1089,707,159.97,0.38,3.90,26.78,5.02,9.56,Paddy ,0.12013526255190421
4280,4524,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,6.28,1.07,0.58,21.34,97,1776,721,246.21,1.58,2.28,175.44,13.7,30.2,Paddy ,0.12013526255190421
4281,4525,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.52,1.86,0.53,24.7,153,1690,902,159.12,0.76,3.49,59.58,13.1,14.56,Paddy ,0.12013526255190421
4282,4526,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.81,2.25,0.78,48.3,126,1384,726,232.43,1.86,3.70,89.86,12.58,12.7,Paddy ,0.12013526255190421
4283,4527,West Godavari,Akividu,Akividu,16.34,81.23,Black Clay,7.62,2.0,0.45,17.95,161,1716,868,193.27,0.92,3.82,54.32,9.58,12.18,Paddy ,0.12013526255190421
4284,4528,West Godavari,Akividu,Cherukumilli,16.54,81.37,Black Clay ,7.12,1.4,0.88,37.85,167,1665,677,357.03,4.36,2.67,109.9,14.64,16.08,Paddy ,0.02150843221625635
