,Latitude,Longitude,District,Mandal,Village,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop
4380,18.08,83.6,Vizianagaram,Pusapatirega,Palanki,Red,7.88,0.18,0.41,18.07,155.0,863.0,222.0,7.35,2.18,0.84,8.82,1.02,26.94,Maize
4381,18.07,83.6,Vizianagaram,Pusapatirega,Palanki,Red,7.75,0.2,0.43,16.92,124.0,894.0,223.0,10.74,0.96,1.51,5.78,0.7,14.52,Maize
4382,18.07,83.59,Vizianagaram,Pusapatirega,Palanki,Sandy,7.2,0.57,0.37,5.9,535.0,458.0,129.0,29.03,0.88,0.91,14.84,0.9,34.86,Maize
4383,18.09,83.59,Vizianagaram,Pusapatirega,Palanki,Red,7.12,0.31,0.49,7.77,190.0,1268.0,356.0,20.05,0.76,1.01,17.78,1.54,29.96,Paddy
4384,18.05,83.59,Vizianagaram,Pusapatirega,Pasupam,Red,8.22,0.22,0.26,3.66,79.0,977.0,221.0,10.47,0.3,1.04,8.7,0.72,6.38,Maize
4385,18.06,83.58,Vizianagaram,Pusapatirega,Pasupam,Sandy Loam,8.42,0.27,0.58,5.59,86.0,2489.0,814.0,17.12,0.46,2.25,13.22,2.62,10.56,Maize
4386,18.07,83.58,Vizianagaram,Pusapatirega,Pasupam,Red,7.57,0.2,0.5,18.15,106.0,1194.0,363.0,8.03,1.16,1.12,8.42,1.42,18.82,Maize
4387,18.07,83.59,Vizianagaram,Pusapatirega,Pasupam,Sandy Loam,7.68,0.24,0.34,4.9,67.0,640.0,196.0,17.43,0.26,1.64,24.98,1.84,16.38,Paddy
4388,18.08,83.59,Vizianagaram,Pusapatirega,Pasupam,Red,7.6,0.18,0.25,19.16,85.0,957.0,209.0,7.41,1.78,0.84,8.16,1.34,18.18,Coconut (Intercop Maize)
4389,18.07,83.59,Vizianagaram,Pusapatirega,Pasupam,Red,8.41,0.29,0.31,48.53,232.0,2256.0,451.0,19.11,1.94,1.99,26.46,2.22,18.38,Sesamum
4390,18.07,83.59,Vizianagaram,Pusapatirega,Pasupam,Red,8.44,0.19,0.36,5.6,74.0,2524.0,496.0,12.21,0.64,1.48,15.16,2.92,18.6,Sesamum
4391,18.07,83.59,Vizianagaram,Pusapatirega,Pasupam,Sandy Loam ,5.2,0.21,0.63,8.42,79.0,3104.0,621.0,16.37,0.42,1.67,22.94,3.24,8.74,Paddy
4392,18.06,83.59,Vizianagaram,Pusapatirega,Pasupam,Cashewnut,6.55,0.12,0.39,2.86,129.0,1066.0,203.0,7.6,0.38,0.74,13.12,1.12,36.72,Red
4393,18.06,83.59,Vizianagaram,Pusapatirega,Pasupam,Sandy Loam ,8.02,0.21,0.53,19.44,141.0,2018.0,428.0,12.57,0.78,1.37,4.44,0.98,13.64,Banana
4394,18.06,83.58,Vizianagaram,Pusapatirega,Pasupam,Black,8.35,0.17,0.66,12.83,130.0,2141.0,776.0,13.58,1.06,2.29,13.48,2.5,12.8,Maize
4395,18.07,83.59,Vizianagaram,Pusapatirega,Pasupam,Red,6.3,0.06,0.36,4.39,129.0,1008.0,215.0,6.1,0.7,1.05,34.04,2.1,70.76,Cashew Raina
4396,18.07,83.63,Vizianagaram,Pusapatirega,Pathivada,Red,7.62,0.18,0.39,18.8,103.0,877.0,263.0,6.96,0.48,1.37,18.1,1.66,28.34,Paddy
4397,18.07,83.63,Vizianagaram,Pusapatirega,Pathivada,Red,8.14,0.53,0.46,19.88,270.0,1096.0,276.0,34.25,1.0,1.28,8.26,0.96,24.84,Maize
4398,18.08,83.62,Vizianagaram,Pusapatirega,Pathivada,Sandy Loam,8.0,0.59,0.81,23.78,726.0,1938.0,340.0,24.15,2.0,2.1,8.74,1.32,42.54,Maize
4399,18.07,83.64,Vizianagaram,Pusapatirega,Pathivada,Red,7.05,0.35,0.21,7.37,135.0,287.0,80.0,23.36,1.36,0.43,7.76,0.38,89.6,Coconut
4400,18.06,83.63,Vizianagaram,Pusapatirega,Pathivada,Red,7.27,0.2,0.31,24.08,142.0,631.0,143.0,8.44,2.2,0.56,14.4,1.34,36.48,Maize
4401,18.05,83.62,Vizianagaram,Pusapatirega,Pathivada,Red,8.13,0.19,0.29,4.56,109.0,958.0,165.0,8.58,0.36,0.91,5.92,0.9,26.44,Maize
4402,18.07,83.63,Vizianagaram,Pusapatirega,Pathivada,Red,7.55,0.41,0.59,24.44,116.0,1544.0,444.0,48.9,5.48,1.99,49.42,2.88,33.64,Maize
4403,18.07,83.63,Vizianagaram,Pusapatirega,Pathivada,Red,8.25,0.78,0.22,14.57,132.0,830.0,317.0,24.35,1.78,1.25,4.24,1.08,15.18,Maize
4404,18.06,83.62,Vizianagaram,Pusapatirega,Pathivada,Sandy Loam,8.5,0.26,0.27,11.88,138.0,1860.0,225.0,10.89,0.7,0.82,4.06,0.7,14.9,Coconut
4405,18.07,83.63,Vizianagaram,Pusapatirega,Pathivada,Red,7.14,0.31,0.31,23.14,82.0,550.0,121.0,12.91,0.92,0.51,9.8,0.96,57.5,Coconut
4406,18.07,83.62,Vizianagaram,Pusapatirega,Pathivada,Black,8.26,0.68,0.98,19.37,348.0,3078.0,688.0,41.55,0.98,2.48,39.16,4.42,23.78,Maize
4407,18.07,83.62,Vizianagaram,Pusapatirega,Pathivada,Red,6.75,0.12,0.16,3.79,103.0,242.0,61.0,7.42,0.58,0.27,5.88,0.64,29.48,Coconut
4408,18.07,83.63,Vizianagaram,Pusapatirega,Pathivada,Sandy Loam,6.33,0.35,0.53,47.13,161.0,932.0,269.0,45.26,1.42,2.08,69.3,3.2,92.0,Maize
4409,18.07,83.61,Vizianagaram,Pusapatirega,Pathivada,Red,7.95,0.2,0.35,16.96,213.0,810.0,144.0,8.58,1.78,0.97,6.98,1.44,23.74,Coconut
4410,18.06,83.63,Vizianagaram,Pusapatirega,Pathivada,Sandy,7.55,0.54,0.36,76.97,660.0,970.0,307.0,25.07,4.9,1.08,9.56,1.48,52.5,Maize
4411,18.06,83.62,Vizianagaram,Pusapatirega,Pathivada,Sandy Loam,7.27,0.12,0.19,12.18,106.0,580.0,128.0,5.03,0.86,0.25,6.3,0.72,27.0,Maize
4412,18.07,83.62,Vizianagaram,Pusapatirega,Pathivada,Black,8.31,0.33,0.59,24.21,191.0,1323.0,445.0,19.12,1.18,1.98,13.22,1.88,21.86,Maize
4413,18.07,83.64,Vizianagaram,Pusapatirega,Pathivada,Red,8.36,0.2,0.24,33.77,58.0,651.0,154.0,6.98,0.68,1.06,3.44,0.38,17.16,Maize
4414,18.06,83.62,Vizianagaram,Pusapatirega,Pathivada,Sandy Loam,8.1,0.28,0.41,35.53,193.0,1493.0,281.0,11.47,1.9,1.11,3.8,1.06,19.66,Mc
4415,18.07,83.62,Vizianagaram,Pusapatirega,Pathivada,Red,7.82,0.45,0.72,25.43,244.0,1416.0,306.0,27.99,1.98,1.36,8.58,1.54,31.72,Coconut
4416,18.07,83.62,Vizianagaram,Pusapatirega,Pathivada,Red,7.87,0.23,0.35,13.55,186.0,1072.0,455.0,11.61,0.88,1.11,6.08,1.18,31.82,Maize
4417,18.06,83.62,Vizianagaram,Pusapatirega,Pathivada,Red,5.6,0.08,0.46,2.95,70.0,366.0,132.0,10.54,0.92,0.49,15.66,1.44,150.92,Maize
4418,18.09,83.57,Vizianagaram,Pusapatirega,Pusapatirega,Red,6.86,0.22,0.55,28.66,94.0,851.0,180.0,10.66,1.36,0.83,14.08,1.06,23.84,Banana
4419,18.09,83.57,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,7.05,0.38,0.66,31.73,123.0,1498.0,449.0,20.25,2.52,1.13,15.44,1.96,34.48,Coconut
4420,18.1,83.57,Vizianagaram,Pusapatirega,Pusapatirega,Black,8.5,0.46,0.59,8.72,202.0,2676.0,772.0,28.03,0.52,2.85,18.8,2.82,9.22,Maize
4421,18.11,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Black,7.85,0.28,0.52,9.94,102.0,1685.0,427.0,11.21,1.62,1.2,4.9,1.24,7.08,Coconut
4422,18.1,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,7.76,0.42,0.66,29.85,243.0,1976.0,579.0,19.26,3.88,2.09,6.46,2.44,30.78,Maize
4423,18.09,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Black,7.31,0.36,0.6,39.64,163.0,1753.0,397.0,27.98,1.28,1.68,50.42,2.84,8.46,Maize
4424,18.1,83.57,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,8.2,0.17,0.61,21.92,166.0,1932.0,543.0,9.64,1.76,2.19,5.48,2.04,9.4,Paddy
4425,18.1,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Black,7.15,2.3,0.72,47.06,240.0,2142.0,663.0,222.74,2.36,2.28,83.6,4.0,35.52,Paddy
4426,18.09,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Black,7.78,0.93,0.87,53.98,358.0,2668.0,595.0,121.53,1.38,2.29,45.1,2.82,5.3,Maize
4427,18.11,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Black,6.55,0.78,0.68,36.01,192.0,1581.0,535.0,82.96,1.58,1.58,102.1,3.5,76.92,Paddy
4428,18.1,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,7.12,1.93,0.71,50.01,243.0,2116.0,658.0,195.87,2.36,2.12,90.38,4.18,36.48,Paddy
4429,18.09,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,8.35,0.36,0.66,22.0,128.0,2094.0,547.0,22.36,0.96,1.62,33.38,2.3,16.28,Paddy
4430,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Black,7.88,0.26,0.59,10.84,101.0,1786.0,442.0,8.93,1.78,0.89,5.5,1.22,8.22,Paddy
4431,18.1,83.54,Vizianagaram,Pusapatirega,Pusapatirega,Red,8.16,0.56,0.53,5.63,124.0,2604.0,698.0,44.28,0.7,1.74,25.18,2.26,14.4,Paddy
4432,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Red,8.0,0.33,0.49,2.65,145.0,3268.0,640.0,14.73,0.36,1.02,9.3,1.52,14.2,Maize
4433,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Red,8.3,0.65,0.54,6.24,74.0,2950.0,864.0,35.53,0.58,2.6,4.84,1.34,7.78,Maize
4434,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Red,8.28,0.28,0.27,4.85,215.0,2721.0,298.0,14.28,0.46,0.69,3.18,0.94,10.68,Maize
4435,18.1,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Red,8.32,0.36,0.31,7.68,84.0,2488.0,569.0,21.71,0.36,1.87,2.18,0.7,5.52,Maize
4436,18.11,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Red,8.27,0.27,0.71,5.8,135.0,2718.0,617.0,15.44,0.52,2.37,15.5,3.0,10.98,Paddy
4437,18.11,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Red,7.41,0.11,0.37,15.62,160.0,904.0,237.0,7.72,0.78,0.77,8.3,0.86,35.2,Maize
4438,18.11,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Red,5.7,0.11,0.37,3.99,130.0,1048.0,223.0,14.42,0.36,0.58,31.1,0.94,56.3,Maize
4439,18.11,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,6.56,0.27,0.54,27.97,457.0,1909.0,433.0,26.12,0.88,1.23,87.6,2.28,26.5,Sesamum
4440,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,7.68,0.54,0.51,13.07,123.0,1804.0,434.0,42.84,1.14,1.61,25.72,1.6,10.4,Paddy
4441,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,5.59,0.3,0.61,9.06,72.0,1326.0,361.0,33.19,0.82,1.43,136.44,2.4,30.62,Sesamum
4442,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,6.15,0.23,0.57,9.03,67.0,1154.0,359.0,27.17,0.72,1.45,77.84,2.16,28.32,Paddy
4443,18.1,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,6.2,0.19,0.57,8.15,140.0,1504.0,400.0,13.89,0.56,0.96,92.14,2.72,25.74,Paddy
4444,18.09,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,8.03,0.47,0.72,36.37,205.0,2513.0,663.0,52.05,1.06,2.42,44.9,3.24,9.7,Sesamum
4445,18.09,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,8.32,0.28,0.7,5.62,101.0,2577.0,483.0,23.78,0.54,1.78,22.72,2.86,8.4,Paddy
4446,18.09,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,7.93,0.19,0.83,3.71,113.0,2202.0,489.0,19.0,0.48,2.41,38.28,3.58,9.82,Paddy
4447,18.1,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,6.91,0.12,0.57,8.67,84.0,1158.0,331.0,11.5,0.82,1.01,43.26,2.3,15.6,Paddy
4448,18.11,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,6.56,0.78,0.3,38.09,228.0,1545.0,524.0,75.93,1.46,2.09,118.64,3.22,25.56,Paddy
4449,18.1,83.56,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,6.33,0.61,0.62,28.77,203.0,1252.0,455.0,53.09,1.08,1.73,94.66,3.04,32.78,Paddy
4450,18.11,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Sandy Loam,5.6,0.23,0.64,21.48,198.0,1285.0,327.0,25.35,1.02,1.26,236.9,3.52,26.56,Sesamum
4451,18.09,83.55,Vizianagaram,Pusapatirega,Pusapatirega,Sandy ,5.52,0.15,0.47,25.71,143.0,829.0,181.0,23.05,0.76,0.93,205.74,2.64,26.1,Paddy
4452,18.08,83.63,Vizianagaram,Pusapatirega,Roluchappidi,Sandy Loam,8.31,0.28,0.61,70.23,183.0,1723.0,734.0,11.41,1.18,2.61,16.7,1.68,12.78,Maize
4453,18.08,83.63,Vizianagaram,Pusapatirega,Roluchappidi,Red,7.81,0.24,0.3,17.9,125.0,839.0,263.0,12.53,0.76,1.1,6.56,1.08,44.16,Maize
4454,18.08,83.63,Vizianagaram,Pusapatirega,Roluchappidi,Red,8.31,0.3,0.56,35.41,112.0,1364.0,405.0,11.06,1.0,1.81,11.34,1.08,20.14,Maize
4455,18.08,83.63,Vizianagaram,Pusapatirega,Roluchappidi,Sandy Loam,8.35,0.37,0.55,38.49,211.0,1769.0,765.0,15.05,0.88,2.01,18.86,1.98,11.24,Maize
4456,18.08,83.63,Vizianagaram,Pusapatirega,Roluchappidi,Sandy Loam,8.45,0.3,0.67,55.66,141.0,1787.0,613.0,13.87,1.44,3.06,19.32,2.32,13.78,Maize
4457,18.08,83.63,Vizianagaram,Pusapatirega,Roluchappidi,Sandy,8.15,0.31,0.6,17.36,123.0,1761.0,672.0,11.78,0.44,2.6,19.48,2.56,22.64,Maize
4458,18.09,83.6,Vizianagaram,Pusapatirega,Tottadam,Red,7.9,0.4,0.56,20.62,135.0,1533.0,477.0,14.29,1.38,1.87,3.88,1.0,11.34,Maize
4459,18.09,83.61,Vizianagaram,Pusapatirega,Tottadam,Sandy Loam,7.65,0.38,0.54,10.89,121.0,1302.0,498.0,28.35,0.66,1.92,28.22,2.7,25.8,Maize
4460,18.09,83.61,Vizianagaram,Pusapatirega,Tottadam,Sandy Loam,8.13,0.31,0.53,39.83,149.0,921.0,433.0,26.9,2.44,1.77,15.32,1.54,33.88,Coconut
4461,18.09,83.61,Vizianagaram,Pusapatirega,Tottadam,Red,7.91,0.61,0.38,24.62,125.0,1348.0,492.0,36.69,0.64,1.93,17.14,1.98,20.8,Maize
4462,18.08,83.61,Vizianagaram,Pusapatirega,Tottadam,Red,8.07,0.26,0.47,11.79,122.0,1306.0,322.0,15.98,0.82,1.32,5.74,1.26,25.48,Maize
4463,18.09,83.62,Vizianagaram,Pusapatirega,Tottadam,Red,7.2,0.46,0.4,13.59,177.0,973.0,202.0,13.36,1.06,0.57,6.94,1.26,30.9,Maize
4464,18.09,83.6,Vizianagaram,Pusapatirega,Tottadam,Red,7.78,0.15,0.13,6.28,73.0,492.0,165.0,11.32,0.74,0.66,6.22,0.76,14.1,Coconut
4465,18.09,83.61,Vizianagaram,Pusapatirega,Tottadam,Red,7.41,0.39,0.46,6.24,110.0,1272.0,371.0,45.75,0.98,1.08,6.22,1.02,22.22,Maize
4466,18.09,83.6,Vizianagaram,Pusapatirega,Tottadam,Black,8.44,0.22,0.61,34.42,165.0,2493.0,587.0,8.57,1.38,1.89,3.36,1.04,9.84,Sesamum
4467,18.09,83.6,Vizianagaram,Pusapatirega,Tottadam,Sandy,6.4,0.11,0.72,6.62,117.0,1332.0,367.0,7.76,0.88,0.99,41.66,3.32,85.88,Paddy
4468,18.09,83.6,Vizianagaram,Pusapatirega,Tottadam,Sandy Loam,6.88,0.11,0.47,21.03,72.0,1119.0,290.0,8.47,0.28,1.04,35.26,1.94,39.48,Maize
4469,18.09,83.61,Vizianagaram,Pusapatirega,Tottadam,Black,6.95,0.08,0.29,2.26,98.0,986.0,189.0,6.76,0.32,0.61,11.16,1.04,34.72,Coconut
4470,18.09,83.59,Vizianagaram,Pusapatirega,Vempadam,Red,7.8,0.25,0.47,23.16,130.0,1297.0,369.0,10.46,0.76,1.46,5.88,1.38,14.78,Maize
4471,18.08,83.56,Vizianagaram,Pusapatirega,Vempadam,Sandy,7.42,0.12,0.44,7.7,79.0,986.0,361.0,8.33,0.44,1.4,28.92,1.2,14.8,Maize
4472,18.09,83.59,Vizianagaram,Pusapatirega,Vempadam,Red,6.88,0.24,0.35,11.67,160.0,754.0,231.0,12.36,0.62,0.75,12.62,1.02,35.54,Maize
4473,18.08,83.58,Vizianagaram,Pusapatirega,Vempadam,Sandy,6.13,0.08,0.43,2.37,97.0,564.0,116.0,2.05,0.66,0.85,18.64,0.8,32.52,Mango
4474,18.07,83.56,Vizianagaram,Pusapatirega,Vempadam,Sandy,7.0,0.07,0.29,5.68,141.0,807.0,158.0,3.0,0.92,0.5,10.16,0.86,21.54,Coconut
4475,18.09,83.57,Vizianagaram,Pusapatirega,Vempadam,Black,8.05,0.47,0.63,28.71,102.0,1339.0,450.0,32.47,3.86,2.11,42.5,2.26,6.52,Paddy
4476,18.07,83.56,Vizianagaram,Pusapatirega,Vempadam,Black,8.1,0.26,0.4,11.78,60.0,1808.0,362.0,25.76,1.0,1.3,22.8,2.04,6.58,Paddy
4477,18.07,83.56,Vizianagaram,Pusapatirega,Vempadam,Sandy Loam,8.35,0.44,0.62,4.09,79.0,2776.0,651.0,60.49,0.5,2.08,28.76,3.28,6.58,Paddy
4478,18.07,83.56,Vizianagaram,Pusapatirega,Vempadam,Black,7.48,0.15,0.49,5.77,68.0,1345.0,501.0,11.95,0.42,1.61,36.98,2.62,12.98,Maize
4479,18.07,83.57,Vizianagaram,Pusapatirega,Vempadam,Sandy,8.05,0.44,0.53,3.3,79.0,3258.0,376.0,76.8,0.4,1.75,28.46,3.16,5.08,Maize
4480,18.08,83.57,Vizianagaram,Pusapatirega,Vempadam,Red,6.82,0.17,0.39,5.79,109.0,859.0,212.0,11.77,0.78,0.69,10.9,1.08,40.14,Cotton
4481,18.07,83.57,Vizianagaram,Pusapatirega,Vempadam,Red,7.2,0.27,0.27,5.27,149.0,1020.0,320.0,13.59,0.58,0.88,8.34,0.88,42.98,Maize
4482,18.08,83.57,Vizianagaram,Pusapatirega,Vempadam,Black,7.71,0.15,0.45,5.26,68.0,1020.0,334.0,9.15,0.78,1.93,26.12,2.06,9.94,Maize
4483,18.09,83.59,Vizianagaram,Pusapatirega,Vempadam,Sandy,6.46,0.17,0.74,16.32,141.0,1276.0,410.0,27.81,1.1,2.07,114.62,4.42,60.02,Maize
4484,18.07,83.58,Vizianagaram,Pusapatirega,Vempadam,Sandy,7.6,0.16,0.21,11.87,52.0,685.0,240.0,5.94,0.3,0.79,8.9,0.76,16.66,Paddy
4485,18.07,83.57,Vizianagaram,Pusapatirega,Vempadam,Loam,7.8,0.18,0.38,14.55,67.0,1087.0,432.0,8.23,0.32,1.77,9.3,1.1,14.24,Maize
4486,18.07,83.58,Vizianagaram,Pusapatirega,Vempadam,Red,7.68,0.13,0.43,27.81,98.0,1190.0,353.0,6.0,0.78,1.14,10.34,1.32,23.24,Maize
4487,18.07,83.57,Vizianagaram,Pusapatirega,Vempadam,Red,7.91,0.29,0.39,10.63,131.0,1429.0,614.0,14.92,0.3,1.85,13.14,1.66,25.38,Maize
4488,18.07,83.57,Vizianagaram,Pusapatirega,Vempadam,Red,7.72,0.08,0.09,1.62,59.0,1206.0,255.0,4.78,0.24,1.35,11.36,1.24,12.54,Maize
4489,18.09,83.59,Vizianagaram,Pusapatirega,Vempadam,Sandy,9.22,0.37,0.06,1.24,83.0,1205.0,270.0,8.44,0.12,2.83,8.2,0.8,7.0,Mango
4490,18.09,83.58,Vizianagaram,Pusapatirega,Vempadam,Red,8.2,0.18,0.46,5.96,166.0,987.0,277.0,6.98,0.3,1.13,2.84,0.58,7.26,Maize
4491,18.11,83.59,Vizianagaram,Pusapatirega,Vempadam,Red,8.45,0.19,0.47,14.66,223.0,2160.0,496.0,9.87,1.84,1.93,8.88,1.62,7.94,Maize
4492,18.09,83.58,Vizianagaram,Pusapatirega,Vempadam,Sandy Loam,7.85,0.21,0.39,45.66,140.0,1568.0,509.0,8.05,0.9,1.92,16.8,2.04,10.12,Maize
4493,18.08,83.59,Vizianagaram,Pusapatirega,Vempadam,Sandy,8.44,0.24,0.52,5.86,98.0,2557.0,645.0,18.15,0.44,1.92,32.52,3.42,10.92,Maize
4494,18.09,83.59,Vizianagaram,Pusapatirega,Vempadam,Sandy Loam,7.81,0.38,0.63,23.69,116.0,1840.0,626.0,18.62,1.16,1.99,8.82,1.82,13.6,Maize
4495,18.09,83.59,Vizianagaram,Pusapatirega,Vempadam,Red,8.4,0.33,0.54,20.03,127.0,2580.0,724.0,18.23,2.14,2.44,27.36,3.04,14.54,Maize
4496,18.09,83.58,Vizianagaram,Pusapatirega,Vempadam,Red,8.32,0.29,0.28,3.02,105.0,1906.0,543.0,12.99,0.78,1.64,8.4,1.4,9.46,Maize
4497,18.08,83.59,Vizianagaram,Pusapatirega,Vempadam,Red,7.42,0.14,0.4,12.77,146.0,1073.0,347.0,9.1,1.16,0.94,11.38,1.68,34.0,Maize
4498,18.09,83.58,Vizianagaram,Pusapatirega,Vempadam,Red,7.85,0.28,0.49,11.98,180.0,1213.0,405.0,20.0,1.34,1.59,11.44,1.96,36.16,Maize
4499,18.09,83.59,Vizianagaram,Pusapatirega,Vempadam,Red,7.78,0.21,0.43,20.78,127.0,1306.0,372.0,11.47,0.68,1.6,6.46,1.2,17.52,Maize
4500,16.61,81.38,West Godavari,Akividu,Akividu,Black Clay,7.66,3.71,0.67,30.83,274.0,2287.0,1021.0,493.53,1.7,3.14,53.18,15.1,12.62,Paddy 
4501,16.61,81.37,West Godavari,Akividu,Akividu,Black Clay,7.54,2.44,0.55,20.58,252.0,2272.0,1006.0,417.53,0.82,3.79,78.44,9.98,17.4,Paddy 
4502,16.61,81.37,West Godavari,Akividu,Akividu,Black Clay,7.37,3.55,0.82,35.71,264.0,2610.0,1028.0,543.49,1.28,3.61,87.14,16.42,29.72,Paddy 
4503,16.61,81.37,West Godavari,Akividu,Akividu,Black Clay,7.21,1.77,0.7,35.64,206.0,2363.0,995.0,348.31,1.78,2.79,100.7,14.76,26.42,Paddy 
4504,16.61,81.37,West Godavari,Akividu,Akividu,Black Clay,7.66,2.85,0.67,37.69,290.0,2177.0,1054.0,421.68,0.8,4.74,68.5,14.62,24.04,Paddy 
4505,16.61,81.38,West Godavari,Akividu,Akividu,Black Clay,7.31,2.67,0.72,29.66,249.0,2295.0,1002.0,457.39,2.42,2.89,84.62,16.4,18.42,Paddy 
4506,16.6,81.38,West Godavari,Akividu,Akividu,Black Clay,7.7,2.58,0.54,17.55,249.0,2317.0,1085.0,376.73,1.2,3.44,40.18,10.8,11.24,Paddy 
4507,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.42,2.05,0.62,20.88,156.0,1845.0,994.0,217.02,0.98,2.87,65.86,15.36,12.14,Paddy 
4508,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.31,1.65,0.65,21.28,163.0,1871.0,987.0,162.94,0.48,2.58,76.94,10.52,17.26,Paddy 
4509,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.6,2.75,0.61,25.65,247.0,2338.0,1128.0,355.12,1.86,3.51,52.56,11.66,13.58,Paddy 
4510,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.72,2.16,0.57,21.78,222.0,2312.0,985.0,362.78,0.8,3.45,53.04,12.78,21.8,Paddy 
4511,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.66,2.33,0.64,44.33,241.0,2236.0,1015.0,366.67,1.14,3.86,72.86,15.74,24.82,Paddy 
4512,16.61,81.37,West Godavari,Akividu,Akividu,Black Clay,7.76,2.3,0.45,14.36,208.0,2027.0,849.0,290.23,0.44,4.08,32.78,8.32,10.2,Paddy 
4513,16.6,81.37,West Godavari,Akividu,Akividu,Black Clay,7.72,2.05,0.66,44.76,237.0,2252.0,973.0,332.42,1.14,3.67,68.14,12.7,13.58,Paddy 
4514,16.61,81.36,West Godavari,Akividu,Akividu,Black Clay,7.44,1.67,0.74,73.77,211.0,2314.0,937.0,285.33,1.72,3.55,110.0,14.6,15.46,Paddy 
4515,16.61,81.38,West Godavari,Akividu,Akividu,Black Clay,6.53,2.1,0.8,46.07,208.0,2198.0,972.0,458.61,1.12,3.15,162.36,15.08,34.3,Paddy 
4516,16.61,81.38,West Godavari,Akividu,Akividu,Black Clay,7.38,2.1,0.83,69.33,256.0,2264.0,978.0,431.97,1.98,3.88,113.12,15.32,19.08,Paddy 
4517,16.61,81.38,West Godavari,Akividu,Akividu,Black Clay,7.44,2.0,0.69,74.12,211.0,2129.0,909.0,313.48,1.26,4.08,117.98,16.2,15.18,Paddy 
4518,16.6,81.38,West Godavari,Akividu,Akividu,Black Clay,7.08,1.55,0.8,61.86,211.0,2068.0,884.0,245.22,2.06,3.7,119.8,14.86,28.42,Paddy 
4519,16.61,81.38,West Godavari,Akividu,Akividu,Black Clay,7.17,2.0,0.68,28.97,155.0,2216.0,926.0,265.22,1.6,2.84,77.0,13.58,16.72,Paddy 
4520,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.53,2.4,0.43,17.27,195.0,2487.0,960.0,662.42,0.84,3.53,46.82,10.48,10.54,Paddy 
4521,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.8,2.2,0.44,19.81,160.0,1650.0,898.0,181.31,0.64,3.63,38.82,10.08,9.68,Paddy 
4522,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.7,2.53,0.59,27.02,167.0,1817.0,946.0,200.68,0.88,3.36,49.88,11.72,14.64,Paddy 
4523,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,8.08,2.0,0.32,11.17,127.0,1089.0,707.0,159.97,0.38,3.9,26.78,5.02,9.56,Paddy 
4524,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,6.28,1.07,0.58,21.34,97.0,1776.0,721.0,246.21,1.58,2.28,175.44,13.7,30.2,Paddy 
4525,16.34,81.23,West Godavari,Akividu,Akividu,Black Clay,7.52,1.86,0.53,24.7,153.0,1690.0,902.0,159.12,0.76,3.49,59.58,13.1,14.56,Paddy 
